19990,0,10,0
19980,10,8,2
19968,20,9,3
19957,25,15,3
19936,34,22,8
19884,68,37,11
19816,91,75,18
19645,199,131,25
19332,346,283,39
18720,662,543,75
17587,1194,1070,149
15551,2125,2043,281
12370,3300,3765,565
8308,4217,6416,1059
4505,3979,9585,1931
1945,2718,12136,3201
727,1348,13151,4774
275,564,12680,6481
122,236,11487,8155
77,127,10099,9697
75,92,8824,11009
81,81,7699,12139
79,84,6695,13142
100,73,5845,13982
98,84,5079,14739
127,67,4445,15361
149,74,3835,15942
169,85,3361,16385
183,86,2908,16823
214,76,2541,17169
253,84,2204,17459
275,82,1935,17708
297,82,1695,17926
324,84,1477,18115
371,67,1315,18247
395,70,1168,18367
442,56,1042,18460
483,68,915,18534
545,56,821,18578
592,62,728,18618
629,62,660,18649
678,49,599,18674
730,46,532,18692
764,44,469,18723
800,46,432,18722
845,48,398,18709
889,49,375,18687
939,44,356,18661
993,32,327,18648
1042,43,293,18622
1083,45,275,18597
1122,47,257,18574
1167,47,241,18545
1221,37,233,18509
1268,28,230,18474
1311,39,207,18443
1370,24,193,18413
1432,23,168,18377
1496,28,157,18319
1553,25,152,18270
1601,26,150,18223
1659,26,152,18163
1700,32,154,18114
1752,22,156,18070
1787,27,139,18047
1831,27,145,17997
1881,24,143,17952
1927,33,133,17907
1978,26,133,17863
2012,31,133,17824
2064,34,133,17769
2100,32,139,17729
2139,24,149,17688
2179,24,138,17659
2222,31,130,17617
2262,35,132,17571
2320,28,146,17506
2383,25,145,17447
2403,35,145,17417
2439,32,145,17384
2470,34,151,17345
2501,37,161,17301
2507,43,173,17277
2527,40,181,17252
2548,46,185,17221
2585,46,197,17172
2595,51,209,17145
2618,51,218,17113
2632,52,233,17083
2657,46,260,17037
2653,60,263,17024
2648,66,280,17006
2660,65,288,16987
2659,78,303,16960
2655,74,320,16951
2661,73,336,16930
2651,84,355,16910
2632,87,372,16909
2611,96,389,16904
2609,86,398,16907
2591,104,405,16900
2577,95,445,16883
2563,105,473,16859
2525,107,508,16860
2475,128,533,16864
2445,110,558,16887
2396,133,567,16904
2368,118,590,16924
2343,119,607,16931
2305,133,592,16970
2273,127,629,16971
2233,131,652,16984
2180,147,682,16991
2135,141,704,17020
2104,152,715,17029
