19990,0,10,0
19980,10,8,2
19968,18,12,2
19953,25,18,4
19917,49,26,8
19864,75,51,10
19755,136,91,18
19547,244,177,32
19140,454,349,57
18372,822,699,107
16988,1465,1356,191
14593,2499,2553,355
11064,3669,4570,697
6925,4308,7481,1286
3410,3694,10626,2270
1398,2176,12739,3687
499,1045,13105,5351
192,433,12279,7096
85,206,11007,8702
69,113,9692,10126
67,87,8480,11366
73,78,7395,12454
79,71,6407,13443
95,71,5534,14300
96,73,4815,15016
124,67,4189,15620
135,80,3651,16134
163,79,3172,16586
172,90,2780,16958
196,90,2449,17265
232,79,2169,17520
246,85,1912,17757
270,78,1695,17957
311,78,1486,18125
342,74,1309,18275
385,75,1142,18398
408,82,1017,18493
457,64,895,18584
498,62,784,18656
551,69,700,18680
597,59,631,18713
640,56,554,18750
689,50,498,18763
729,53,446,18772
781,51,402,18766
827,41,352,18780
879,43,306,18772
927,37,279,18757
990,33,253,18724
1043,28,231,18698
1104,28,209,18659
1152,27,208,18613
1195,34,196,18575
1234,32,192,18542
1290,28,182,18500
1344,30,175,18451
1375,32,178,18415
1428,28,177,18367
1483,25,167,18325
1543,32,156,18269
1577,36,148,18239
1632,24,153,18191
1701,28,142,18129
1758,21,138,18083
1801,24,131,18044
1846,18,134,18002
1896,22,122,17960
1934,31,120,17915
1969,23,128,17880
1999,24,127,17850
2040,25,122,17813
2094,23,116,17767
2119,33,117,17731
2154,30,124,17692
2199,27,125,17649
2223,38,133,17606
2273,25,150,17552
2315,23,146,17516
2351,28,147,17474
2370,40,147,17443
2403,29,163,17405
2417,44,163,17376
2426,46,182,17346
2448,48,198,17306
2467,47,207,17279
2492,48,229,17231
2497,54,242,17207
2499,58,256,17187
2515,59,262,17164
2522,62,272,17144
2510,77,277,17136
2516,76,291,17117
2529,60,313,17098
2517,83,321,17079
2540,64,340,17056
2546,63,343,17048
2541,80,335,17044
2537,90,353,17020
2526,79,371,17024
2516,87,385,17012
2509,99,403,16989
2494,99,440,16967
2463,103,463,16971
2459,78,478,16985
2442,91,471,16996
2436,106,482,16976
2425,114,502,16959
2390,134,524,16952
2362,119,570,16949
2332,130,586,16952
2284,155,610,16951
2246,140,648,16966
2214,144,674,16968
2198,128,676,16998
2172,126,653,17049
