19990,0,10,0
19988,2,8,2
19988,2,4,6
19987,3,3,7
19987,2,3,8
19986,3,3,8
19986,3,4,7
19986,2,4,8
19983,5,4,8
19981,4,7,8
19974,8,9,9
19969,6,15,10
19963,7,18,12
19956,7,21,16
19942,14,25,19
19928,14,35,23
19907,21,48,24
19871,36,65,28
19839,33,86,42
19786,54,111,49
19720,66,154,60
19646,74,196,84
19534,113,245,108
19382,153,315,150
19181,201,428,190
18947,234,560,259
18618,330,716,336
18215,403,940,442
17681,535,1211,573
17072,609,1587,732
16273,799,1985,943
15351,925,2519,1205
14145,1208,3117,1530
12934,1215,3941,1910
11579,1364,4588,2469
10202,1389,5342,3067
8780,1431,6021,3768
7452,1337,6656,4555
6197,1272,7113,5418
5169,1054,7392,6385
4255,930,7444,7371
3571,704,7353,8372
3003,597,7085,9315
2559,475,6742,10224
2160,439,6235,11166
1866,344,5849,11941
1663,257,5417,12663
1495,227,4947,13331
1367,192,4494,13947
1297,140,4118,14445
1223,141,3694,14942
1174,122,3321,15383
1123,118,2952,15807
1084,110,2651,16155
1087,86,2379,16448
1088,85,2091,16736
1092,75,1851,16982
1098,73,1661,17168
1106,69,1463,17362
1123,60,1297,17520
1149,60,1148,17643
1183,40,1028,17749
1225,43,926,17806
1252,52,822,17874
1282,51,739,17928
1314,40,666,17980
1339,36,601,18024
1378,28,546,18048
1433,21,486,18060
1484,22,433,18061
1532,18,388,18062
1574,21,344,18061
1630,18,300,18052
1684,15,268,18033
1729,21,233,18017
1781,17,208,17994
1837,16,191,17956
1900,16,171,17913
1948,18,160,17874
2007,12,149,17832
2053,12,130,17805
2121,7,125,17747
2177,10,112,17701
2226,8,106,17660
2265,9,96,17630
2304,9,88,17599
2335,11,85,17569
2396,11,79,17514
2451,8,74,17467
2505,9,65,17421
2570,5,64,17361
2617,7,51,17325
2657,5,50,17288
2709,3,41,17247
2766,6,34,17194
2828,5,32,17135
2889,4,32,17075
2949,3,29,17019
2994,4,24,16978
3043,2,21,16934
3077,5,18,16900
3122,4,21,16853
3181,1,18,16800
3226,0,19,16755
3278,0,18,16704
3322,3,16,16659
3362,1,16,16621
3420,0,13,16567
3464,0,10,16526
3510,1,6,16483
3562,4,6,16428
3618,1,9,16372
3660,3,8,16329
3701,0,10,16289
3740,1,9,16250
3782,0,10,16208
3828,1,8,16163
3890,0,7,16103
3940,1,6,16053
3978,0,5,16017
4025,1,4,15970
4078,0,5,15917
4126,1,5,15868
4175,2,3,15820
4221,2,4,15773
4268,1,4,15727
4315,0,2,15683
4371,0,1,15628
4411,0,0,15589
4456,0,0,15544
4493,0,0,15507
4537,0,0,15463
4579,0,0,15421
4631,0,0,15369
4662,0,0,15338
4711,0,0,15289
4746,0,0,15254
4786,0,0,15214
4833,0,0,15167
4869,0,0,15131
4899,0,0,15101
4938,0,0,15062
4982,0,0,15018
5018,0,0,14982
5052,0,0,14948
5095,0,0,14905
5135,0,0,14865
5167,0,0,14833
5211,0,0,14789
5255,0,0,14745
5297,0,0,14703
5338,0,0,14662
5377,0,0,14623
5417,0,0,14583
5469,0,0,14531
5514,0,0,14486
5546,0,0,14454
5582,0,0,14418
5632,0,0,14368
5672,0,0,14328
5707,0,0,14293
5763,0,0,14237
5803,0,0,14197
5845,0,0,14155
5890,0,0,14110
5929,0,0,14071
5971,0,0,14029
5998,0,0,14002
6030,0,0,13970
6069,0,0,13931
6106,0,0,13894
6149,0,0,13851
6193,0,0,13807
6233,0,0,13767
6271,0,0,13729
6306,0,0,13694
6351,0,0,13649
6391,0,0,13609
6439,0,0,13561
6473,0,0,13527
6515,0,0,13485
6560,0,0,13440
6600,0,0,13400
6634,0,0,13366
6668,0,0,13332
6708,0,0,13292
6763,0,0,13237
6796,0,0,13204
6846,0,0,13154
6881,0,0,13119
6915,0,0,13085
6959,0,0,13041
6993,0,0,13007
7022,0,0,12978
7052,0,0,12948
7077,0,0,12923
7121,0,0,12879
7152,0,0,12848
7186,0,0,12814
7223,0,0,12777
7261,0,0,12739
7297,0,0,12703
7334,0,0,12666
7376,0,0,12624
7412,0,0,12588
7451,0,0,12549
7490,0,0,12510
7529,0,0,12471
7578,0,0,12422
7606,0,0,12394
7644,0,0,12356
7668,0,0,12332
7700,0,0,12300
7743,0,0,12257
7776,0,0,12224
7811,0,0,12189
7838,0,0,12162
7876,0,0,12124
7909,0,0,12091
7948,0,0,12052
7980,0,0,12020
8002,0,0,11998
8035,0,0,11965
8066,0,0,11934
8105,0,0,11895
8137,0,0,11863
8161,0,0,11839
8194,0,0,11806
8233,0,0,11767
8270,0,0,11730
8298,0,0,11702
8325,0,0,11675
8353,0,0,11647
8387,0,0,11613
8420,0,0,11580
8453,0,0,11547
8487,0,0,11513
8526,0,0,11474
8564,0,0,11436
8594,0,0,11406
8636,0,0,11364
8670,0,0,11330
8687,0,0,11313
8727,0,0,11273
8752,0,0,11248
8786,0,0,11214
8815,0,0,11185
8840,0,0,11160
8869,0,0,11131
8899,0,0,11101
8921,0,0,11079
8957,0,0,11043
8993,0,0,11007
9014,0,0,10986
9047,0,0,10953
9083,0,0,10917
9118,0,0,10882
9145,0,0,10855
9180,0,0,10820
9208,0,0,10792
9239,0,0,10761
9258,0,0,10742
9289,0,0,10711
9313,0,0,10687
9339,0,0,10661
9372,0,0,10628
9407,0,0,10593
9433,0,0,10567
9459,0,0,10541
9490,0,0,10510
9510,0,0,10490
9529,0,0,10471
9561,0,0,10439
9600,0,0,10400
9631,0,0,10369
9657,0,0,10343
9688,0,0,10312
9712,0,0,10288
9736,0,0,10264
9762,0,0,10238
9784,0,0,10216
9803,0,0,10197
9840,0,0,10160
9866,0,0,10134
9891,0,0,10109
9909,0,0,10091
9935,0,0,10065
9951,0,0,10049
9977,0,0,10023
9999,0,0,10001
10023,0,0,9977
10050,0,0,9950
10081,0,0,9919
10104,0,0,9896
10134,0,0,9866
10157,0,0,9843
10179,0,0,9821
10213,0,0,9787
10243,0,0,9757
10275,0,0,9725
10302,0,0,9698
10328,0,0,9672
10348,0,0,9652
10373,0,0,9627
10401,0,0,9599
10430,0,0,9570
10451,0,0,9549
10481,0,0,9519
10504,0,0,9496
10528,0,0,9472
10564,0,0,9436
10593,0,0,9407
10625,0,0,9375
10658,0,0,9342
10693,0,0,9307
10719,0,0,9281
10745,0,0,9255
10774,0,0,9226
10797,0,0,9203
10819,0,0,9181
10842,0,0,9158
10871,0,0,9129
10889,0,0,9111
10914,0,0,9086
10941,0,0,9059
10957,0,0,9043
10988,0,0,9012
11011,0,0,8989
11037,0,0,8963
11061,0,0,8939
11075,0,0,8925
11101,0,0,8899
11128,0,0,8872
11150,0,0,8850
11180,0,0,8820
11211,0,0,8789
11242,0,0,8758
11263,0,0,8737
11287,0,0,8713
11306,0,0,8694
11325,0,0,8675
11347,0,0,8653
11367,0,0,8633
11393,0,0,8607
11413,0,0,8587
11437,0,0,8563
11461,0,0,8539
11490,0,0,8510
11510,0,0,8490
11535,0,0,8465
11556,0,0,8444
11575,0,0,8425
11601,0,0,8399
11629,0,0,8371
11646,0,0,8354
11664,0,0,8336
11687,0,0,8313
11702,0,0,8298
11718,0,0,8282
11744,0,0,8256
11771,0,0,8229
11782,0,0,8218
11798,0,0,8202
11826,0,0,8174
11856,0,0,8144
11876,0,0,8124
11893,0,0,8107
11913,0,0,8087
11933,0,0,8067
11962,0,0,8038
11982,0,0,8018
12006,0,0,7994
12026,0,0,7974
12048,0,0,7952
12060,0,0,7940
12082,0,0,7918
12099,0,0,7901
12115,0,0,7885
12133,0,0,7867
12149,0,0,7851
12171,0,0,7829
12192,0,0,7808
12207,0,0,7793
12225,0,0,7775
12248,0,0,7752
12279,0,0,7721
12309,0,0,7691
12331,0,0,7669
12348,0,0,7652
12366,0,0,7634
12392,0,0,7608
12416,0,0,7584
12436,0,0,7564
12456,0,0,7544
12474,0,0,7526
12492,0,0,7508
12509,0,0,7491
12525,0,0,7475
12546,0,0,7454
12569,0,0,7431
12583,0,0,7417
12600,0,0,7400
12618,0,0,7382
12640,0,0,7360
12654,0,0,7346
12678,0,0,7322
12697,0,0,7303
12714,0,0,7286
12727,0,0,7273
12747,0,0,7253
12771,0,0,7229
12793,0,0,7207
12815,0,0,7185
12837,0,0,7163
12862,0,0,7138
12886,0,0,7114
12908,0,0,7092
12926,0,0,7074
12940,0,0,7060
12962,0,0,7038
12980,0,0,7020
13003,0,0,6997
13018,0,0,6982
13038,0,0,6962
13059,0,0,6941
13082,0,0,6918
13103,0,0,6897
13118,0,0,6882
13146,0,0,6854
13169,0,0,6831
13188,0,0,6812
13205,0,0,6795
13227,0,0,6773
13256,0,0,6744
13271,0,0,6729
13292,0,0,6708
13310,0,0,6690
13323,0,0,6677
13343,0,0,6657
13358,0,0,6642
13378,0,0,6622
13403,0,0,6597
13423,0,0,6577
13444,0,0,6556
13459,0,0,6541
13479,0,0,6521
13492,0,0,6508
13510,0,0,6490
13525,0,0,6475
13552,0,0,6448
13568,0,0,6432
13583,0,0,6417
13603,0,0,6397
13621,0,0,6379
13639,0,0,6361
13650,0,0,6350
13670,0,0,6330
13692,0,0,6308
13711,0,0,6289
13730,0,0,6270
13742,0,0,6258
13769,0,0,6231
13789,0,0,6211
13803,0,0,6197
13818,0,0,6182
13828,0,0,6172
13839,0,0,6161
13858,0,0,6142
13881,0,0,6119
13894,0,0,6106
13906,0,0,6094
13923,0,0,6077
13937,0,0,6063
13951,0,0,6049
13967,0,0,6033
13979,0,0,6021
14001,0,0,5999
14016,0,0,5984
14033,0,0,5967
14056,0,0,5944
14075,0,0,5925
14086,0,0,5914
14101,0,0,5899
14114,0,0,5886
14130,0,0,5870
14143,0,0,5857
14165,0,0,5835
14181,0,0,5819
14201,0,0,5799
14217,0,0,5783
14234,0,0,5766
14248,0,0,5752
14262,0,0,5738
14269,0,0,5731
14288,0,0,5712
14306,0,0,5694
14318,0,0,5682
14331,0,0,5669
14343,0,0,5657
14356,0,0,5644
14370,0,0,5630
14386,0,0,5614
14401,0,0,5599
14421,0,0,5579
14438,0,0,5562
14451,0,0,5549
14466,0,0,5534
14478,0,0,5522
14494,0,0,5506
14516,0,0,5484
14530,0,0,5470
14541,0,0,5459
14556,0,0,5444
14571,0,0,5429
14580,0,0,5420
14592,0,0,5408
14611,0,0,5389
14626,0,0,5374
14640,0,0,5360
14651,0,0,5349
14670,0,0,5330
14680,0,0,5320
14694,0,0,5306
14709,0,0,5291
14726,0,0,5274
14740,0,0,5260
14755,0,0,5245
14765,0,0,5235
14778,0,0,5222
14792,0,0,5208
14806,0,0,5194
14821,0,0,5179
14836,0,0,5164
14856,0,0,5144
14874,0,0,5126
14883,0,0,5117
14898,0,0,5102
14915,0,0,5085
14926,0,0,5074
14939,0,0,5061
14950,0,0,5050
14963,0,0,5037
14978,0,0,5022
14992,0,0,5008
15002,0,0,4998
15014,0,0,4986
15029,0,0,4971
15043,0,0,4957
15059,0,0,4941
15073,0,0,4927
15092,0,0,4908
15103,0,0,4897
15116,0,0,4884
15140,0,0,4860
15151,0,0,4849
15164,0,0,4836
15176,0,0,4824
15183,0,0,4817
15193,0,0,4807
15206,0,0,4794
15220,0,0,4780
15233,0,0,4767
15247,0,0,4753
15263,0,0,4737
15281,0,0,4719
15292,0,0,4708
15311,0,0,4689
15321,0,0,4679
15334,0,0,4666
15353,0,0,4647
15367,0,0,4633
15379,0,0,4621
15394,0,0,4606
15410,0,0,4590
15418,0,0,4582
15434,0,0,4566
15443,0,0,4557
15455,0,0,4545
15471,0,0,4529
15483,0,0,4517
15497,0,0,4503
15513,0,0,4487
15520,0,0,4480
15537,0,0,4463
15549,0,0,4451
15555,0,0,4445
15562,0,0,4438
15572,0,0,4428
15583,0,0,4417
15598,0,0,4402
15614,0,0,4386
15621,0,0,4379
15634,0,0,4366
15655,0,0,4345
15672,0,0,4328
15681,0,0,4319
15685,0,0,4315
15692,0,0,4308
15710,0,0,4290
15722,0,0,4278
15733,0,0,4267
15743,0,0,4257
15755,0,0,4245
15764,0,0,4236
15773,0,0,4227
15780,0,0,4220
15785,0,0,4215
15800,0,0,4200
15803,0,0,4197
15815,0,0,4185
15821,0,0,4179
15835,0,0,4165
15849,0,0,4151
15861,0,0,4139
15873,0,0,4127
15887,0,0,4113
15895,0,0,4105
15907,0,0,4093
15914,0,0,4086
15928,0,0,4072
15938,0,0,4062
15949,0,0,4051
15956,0,0,4044
15971,0,0,4029
15987,0,0,4013
15996,0,0,4004
16008,0,0,3992
16018,0,0,3982
16027,0,0,3973
16042,0,0,3958
16048,0,0,3952
16064,0,0,3936
16075,0,0,3925
16082,0,0,3918
16091,0,0,3909
16105,0,0,3895
16117,0,0,3883
16127,0,0,3873
16140,0,0,3860
16149,0,0,3851
16158,0,0,3842
16163,0,0,3837
16179,0,0,3821
16187,0,0,3813
16198,0,0,3802
16213,0,0,3787
16230,0,0,3770
16246,0,0,3754
16260,0,0,3740
16266,0,0,3734
16274,0,0,3726
16284,0,0,3716
16290,0,0,3710
16301,0,0,3699
16309,0,0,3691
16322,0,0,3678
16335,0,0,3665
16343,0,0,3657
16358,0,0,3642
16371,0,0,3629
16388,0,0,3612
16396,0,0,3604
16410,0,0,3590
16414,0,0,3586
16424,0,0,3576
16431,0,0,3569
16441,0,0,3559
16454,0,0,3546
16459,0,0,3541
16469,0,0,3531
16479,0,0,3521
16487,0,0,3513
16502,0,0,3498
16513,0,0,3487
16519,0,0,3481
16528,0,0,3472
16537,0,0,3463
16548,0,0,3452
16557,0,0,3443
16567,0,0,3433
16576,0,0,3424
16586,0,0,3414
16599,0,0,3401
16608,0,0,3392
16613,0,0,3387
16625,0,0,3375
16634,0,0,3366
16645,0,0,3355
16652,0,0,3348
16663,0,0,3337
16671,0,0,3329
16679,0,0,3321
16690,0,0,3310
16703,0,0,3297
16716,0,0,3284
16723,0,0,3277
16729,0,0,3271
16742,0,0,3258
16745,0,0,3255
16753,0,0,3247
16759,0,0,3241
16765,0,0,3235
16773,0,0,3227
16783,0,0,3217
16790,0,0,3210
16795,0,0,3205
16799,0,0,3201
16807,0,0,3193
16815,0,0,3185
16826,0,0,3174
16833,0,0,3167
16842,0,0,3158
16851,0,0,3149
16858,0,0,3142
