19990,0,10,0
19985,5,7,3
19981,7,7,5
19971,11,12,6
19955,20,16,9
19929,31,30,10
19861,76,49,14
19747,131,103,19
19502,265,201,32
19057,482,398,63
18278,832,767,123
16713,1625,1431,231
14083,2724,2769,424
10330,3862,5053,755
6118,4350,8100,1432
2858,3409,11247,2486
1152,1841,13095,3912
440,821,13077,5662
174,364,12078,7384
91,168,10783,8958
61,108,9519,10312
48,94,8282,11576
54,77,7190,12679
67,80,6243,13610
82,79,5406,14433
99,79,4666,15156
123,76,4097,15704
152,84,3563,16201
177,103,3154,16566
204,99,2718,16979
217,105,2342,17336
232,106,2029,17633
267,96,1787,17850
289,97,1552,18062
318,96,1398,18188
355,91,1224,18330
398,78,1088,18436
444,71,946,18539
488,72,858,18582
526,70,773,18631
565,76,684,18675
608,69,614,18709
661,65,539,18735
712,47,477,18764
765,49,422,18764
807,43,375,18775
878,52,341,18729
934,38,312,18716
1008,38,271,18683
1066,36,261,18637
1105,47,235,18613
1160,38,237,18565
1208,34,206,18552
1246,44,188,18522
1305,37,175,18483
1353,33,167,18447
1404,30,159,18407
1457,24,141,18378
1512,24,133,18331
1556,26,133,18285
1596,28,125,18251
1649,29,119,18203
1704,27,122,18147
1746,28,131,18095
1799,18,131,18052
1841,33,116,18010
1879,26,130,17965
1922,21,121,17936
1964,28,112,17896
2016,22,117,17845
2069,26,117,17788
2117,29,111,17743
2161,26,110,17703
2191,27,110,17672
2235,26,108,17631
2271,33,111,17585
2314,24,117,17545
2368,25,114,17493
2387,33,119,17461
2431,29,129,17411
2461,29,122,17388
2505,33,129,17333
2534,36,132,17298
2564,37,137,17262
2585,41,137,17237
2609,40,149,17202
2636,34,156,17174
2671,42,164,17123
2705,41,178,17076
2726,46,182,17046
2759,37,201,17003
2784,45,200,16971
2814,60,206,16920
2828,52,226,16894
2836,53,242,16869
2840,67,251,16842
2848,58,266,16828
2850,70,282,16798
2861,67,297,16775
2840,100,314,16746
2816,102,352,16730
2796,100,381,16723
2766,106,419,16709
2719,124,451,16706
2698,114,499,16689
2658,126,522,16694
2610,139,544,16707
2561,129,603,16707
2514,140,618,16728
2473,121,644,16762
2368,183,642,16807
2297,151,715,16837
2266,130,737,16867
2191,159,728,16922
2121,158,754,16967
2057,156,765,17022
2007,146,785,17062
1955,140,782,17123
1928,155,795,17122
1889,166,800,17145
1844,144,812,17200
1813,152,794,17241
1798,141,779,17282
1764,148,774,17314
1749,137,780,17334
1747,145,767,17341
1743,128,747,17382
1722,130,752,17396
1713,139,727,17421
1695,129,736,17440
1688,122,723,17467
1691,121,701,17487
1688,119,691,17502
1684,126,675,17515
