19990,0,10,0
19981,9,8,2
19976,12,9,3
19969,14,13,4
19948,28,19,5
19893,65,35,7
19834,83,70,13
19694,169,118,19
19412,312,241,35
18861,587,486,66
17839,1083,945,133
15967,1942,1837,254
12958,3116,3414,512
8934,4153,5937,976
4939,4149,9137,1775
2120,2970,11908,3002
777,1469,13205,4549
310,571,12860,6259
121,277,11603,7999
71,134,10296,9499
56,91,8968,10885
67,66,7833,12034
71,69,6816,13044
84,72,5892,13952
97,82,5093,14728
129,80,4470,15321
152,82,3912,15854
163,91,3405,16341
184,90,2966,16760
220,75,2594,17111
257,84,2253,17406
291,82,1975,17652
316,79,1743,17862
349,83,1528,18040
374,88,1352,18186
409,76,1196,18319
443,71,1062,18424
478,65,934,18523
522,61,827,18590
568,55,748,18629
613,58,670,18659
649,68,583,18700
699,60,553,18688
760,57,493,18690
788,62,451,18699
844,42,441,18673
880,42,390,18688
904,51,359,18686
952,40,337,18671
1006,36,307,18651
1068,27,269,18636
1115,33,253,18599
1159,41,234,18566
1211,29,229,18531
1259,33,226,18482
1302,34,211,18453
1338,40,198,18424
1382,34,195,18389
1434,37,183,18346
1482,41,187,18290
1541,34,180,18245
1587,29,167,18217
1623,33,160,18184
1674,35,155,18136
1724,25,151,18100
1782,28,146,18044
1838,33,135,17994
1888,34,138,17940
1921,34,140,17905
1971,28,147,17854
2011,38,141,17810
2044,36,153,17767
2073,31,158,17738
2111,28,154,17707
2152,34,145,17669
2189,36,147,17628
2216,43,156,17585
2248,34,171,17547
2304,43,175,17478
2334,55,175,17436
2351,49,199,17401
2369,54,209,17368
2382,47,220,17351
2412,49,227,17312
2430,56,233,17281
2444,48,248,17260
2454,54,254,17238
2469,59,271,17201
2479,67,283,17171
2469,68,292,17171
2485,74,304,17137
2477,74,314,17135
2486,66,310,17138
2473,89,310,17128
2477,73,338,17112
2475,85,345,17095
2462,100,356,17082
2463,80,385,17072
2458,80,394,17068
2432,104,405,17059
2418,94,425,17063
2413,89,450,17048
2414,84,447,17055
2397,116,449,17038
2388,102,486,17024
2378,104,490,17028
2364,111,496,17029
2345,122,500,17033
2348,103,518,17031
2331,114,513,17042
2301,111,528,17060
2296,106,548,17050
2255,121,564,17060
2229,129,584,17058
